Seconds,Channel,Value
40610,28,0
40620,38,254
40620,35,254
40620,28,254
40630,38,0
40630,35,0
40630,28,0
40640,38,254
40640,35,254
40640,28,254
40650,38,0
40650,35,0
40650,28,0
40660,38,254
40660,35,254
40660,28,254
40670,38,0
40670,35,0
40670,28,0
40680,38,254
40680,35,254
40680,28,254
40690,38,0
40690,35,0
40690,28,0
40700,38,254
40700,35,254
40700,28,254
40710,38,0
40710,35,0
40710,28,0
40720,38,254
40720,35,254
40720,28,254
40730,38,0
40730,35,0
40730,28,0
40740,38,254
40740,35,254
40740,28,254
40750,38,0
40750,35,0
40750,28,0
40760,38,254
40760,35,254
40760,28,254
40770,38,0
40770,35,0
40770,28,0
40780,38,254
40780,35,254
40780,28,254
40790,38,0
40790,35,0
40790,28,0
40800,38,254
40800,35,254
40800,28,254
40810,38,0
40810,35,0
40810,28,0
40820,38,254
40820,35,254
40820,28,254
40830,38,0
40830,35,0
40830,28,0
40840,38,254
40840,35,254
40840,28,254
40850,38,0
40850,35,0
40850,28,0
40860,38,254
40860,35,254
40860,28,254
40870,38,0
40870,35,0
40870,28,0
40880,38,254
40880,35,254
40880,28,254
40890,38,0
40890,35,0
40890,28,0
40900,38,254
40900,35,254
40900,28,254
40910,38,0
40910,35,0
40910,28,0
40920,38,254
40920,35,254
40920,28,254
40930,38,0
40930,35,0
40930,28,0
40940,38,254
40940,35,254
40940,28,254
40950,38,0
40950,35,0
40950,28,0
40960,38,254
40960,35,254
40960,28,254
40970,38,0
40970,35,0
40970,28,0
40980,38,254
40980,35,254
40980,28,254
40990,38,0
40990,35,0
40990,28,0
41000,38,254
41000,35,254
41000,28,254
41010,38,0
41010,35,0
41010,28,0
41020,38,254
41020,35,254
41020,28,254
41030,38,0
41030,35,0
41030,28,0
41040,38,254
41040,35,254
41040,28,254
41050,38,0
41050,35,0
41050,28,0
41060,38,254
41060,35,254
41060,28,254
41070,38,0
41070,35,0
41070,28,0
41080,38,254
41080,35,254
41080,28,254
41090,38,0
41090,35,0
41090,28,0
41100,38,254
41100,35,254
41100,28,254
41110,38,0
41110,35,0
41110,28,0
41120,38,254
41120,35,254
41120,28,254
41130,38,0
41130,35,0
41130,28,0
41140,38,254
41140,35,254
41140,28,254
41150,38,0
41150,35,0
41150,28,0
41160,38,254
41160,35,254
41160,28,254
41170,38,0
41170,35,0
41170,28,0
41180,38,254
41180,35,254
41180,28,254
41190,38,0
41190,35,0
41190,28,0
41200,38,254
41200,35,254
41200,28,254
41210,38,0
41210,35,0
41210,28,0
41220,38,254
41220,35,254
41220,28,254
41230,38,0
41230,35,0
41230,28,0
41240,38,254
41240,35,254
41240,28,254
41250,38,0
41250,35,0
41250,28,0
41260,38,254
41260,35,254
41260,28,254
41270,38,0
41270,35,0
41270,28,0
41280,38,254
41280,35,254
41280,28,254
41290,38,0
41290,35,0
41290,28,0
41300,38,254
41300,35,254
41300,28,254
41310,38,0
41310,35,0
41310,28,0
41320,38,254
41320,35,254
41320,28,254
41330,38,0
41330,35,0
41330,28,0
41340,38,254
41340,35,254
41340,28,254
41350,38,0
41350,35,0
41350,28,0
41360,38,254
41360,35,254
41360,28,254
41370,38,0
41370,35,0
41370,28,0
41380,38,254
41380,35,254
41380,28,254
41390,38,0
41390,35,0
41390,28,0
41400,38,254
41400,35,254
41400,28,254
41410,38,0
41410,35,0
41410,28,0
41420,38,254
41420,35,254
41420,28,254
41430,38,0
41430,35,0
41430,28,0
41440,38,254
41440,35,254
41440,28,254
41450,38,0
41450,35,0
41450,28,0
41460,38,254
41460,35,254
41460,28,254
41470,38,0
41470,35,0
41470,28,0
41480,38,254
41480,35,254
41480,28,254
41490,38,0
41490,35,0
41490,28,0
41500,38,254
41500,35,254
41500,28,254
41510,38,0
41510,35,0
41510,28,0
41520,38,254
41520,35,254
41520,28,254
41530,38,0
41530,35,0
41530,28,0
41540,38,254
41540,35,254
41540,28,254
41550,38,0
41550,35,0
41550,28,0
41560,38,254
41560,35,254
41560,28,254
41570,38,0
41570,35,0
41570,28,0
41580,38,254
41580,35,254
41580,28,254
41590,38,0
41590,35,0
41590,28,0
41600,38,254
41600,35,254
41600,28,254
41610,38,0
41610,35,0
41610,28,0
41620,38,254
41620,35,254
41620,28,254
41630,38,0
41630,35,0
41630,28,0
41640,38,254
41640,35,254
41640,28,254
41650,38,0
41650,35,0
41650,28,0
41660,38,254
41660,35,254
41660,28,254
41670,38,0
41670,35,0
41670,28,0
41680,38,254
41680,35,254
41680,28,254
41690,38,0
41690,35,0
41690,28,0
41700,38,254
41700,35,254
41700,28,254
41710,38,0
41710,35,0
41710,28,0
41720,38,254
41720,35,254
41720,28,254
41730,38,0
41730,35,0
41730,28,0
41740,38,254
41740,35,254
41740,28,254
41750,38,0
41750,35,0
41750,28,0
41760,38,254
41760,35,254
41760,28,254
41770,38,0
41770,35,0
41770,28,0
41780,38,254
41780,35,254
41780,28,254
41790,38,0
41790,35,0
41790,28,0
41800,38,254
41800,35,254
41800,28,254
41810,38,0
41810,35,0
41810,28,0
41820,38,254
41820,35,254
41820,28,254
41830,38,0
41830,35,0
41830,28,0
41840,38,254
41840,35,254
41840,28,254
41850,38,0
41850,35,0
41850,28,0
41860,38,254
41860,35,254
41860,28,254
41870,38,0
41870,35,0
41870,28,0
41880,38,254
41880,35,254
41880,28,254
41890,38,0
41890,35,0
41890,28,0
41900,38,254
41900,35,254
41900,28,254
41910,38,0
41910,35,0
41910,28,0
41920,38,254
41920,35,254
41920,28,254
41930,38,0
41930,35,0
41930,28,0
41940,38,254
41940,35,254
41940,28,254
41950,38,0
41950,35,0
41950,28,0
41960,38,254
41960,35,254
41960,28,254
41970,38,0
41970,35,0
41970,28,0
41980,38,254
41980,35,254
41980,28,254
41990,38,0
41990,35,0
41990,28,0
42000,38,254
42000,35,254
42000,28,254
42010,38,0
42010,35,0
42010,28,0
42020,38,254
42020,35,254
42020,28,254
42030,38,0
42030,35,0
42030,28,0
42040,38,254
42040,35,254
42040,28,254
42050,38,0
42050,35,0
42050,28,0
42060,38,254
42060,35,254
42060,28,254
42070,38,0
42070,35,0
42070,28,0
42080,38,254
42080,35,254
42080,28,254
42090,38,0
42090,35,0
42090,28,0
42100,38,254
42100,35,254
42100,28,254
42110,38,0
42110,35,0
42110,28,0
42120,38,254
42120,35,254
42120,28,254
42130,38,0
42130,35,0
42130,28,0
42140,38,254
42140,35,254
42140,28,254
42150,38,0
42150,35,0
42150,28,0
42160,38,254
42160,35,254
42160,28,254
42170,38,0
42170,35,0
42170,28,0
42180,38,254
42180,35,254
42180,28,254
42190,38,0
42190,35,0
42190,28,0
42200,38,254
42200,35,254
42200,28,254
42210,38,0
42210,35,0
42210,28,0
42220,38,254
42220,35,254
42220,28,254
42230,38,0
42230,35,0
42230,28,0
42240,38,254
42240,35,254
42240,28,254
42250,38,0
42250,35,0
42250,28,0
42260,38,254
42260,35,254
42260,28,254
42270,38,0
42270,35,0
42270,28,0
42280,38,254
42280,35,254
42280,28,254
42290,38,0
42290,35,0
42290,28,0
42300,38,254
42300,35,254
42300,28,254
42310,38,0
42310,35,0
42310,28,0
42320,38,254
42320,35,254
42320,28,254
42330,38,0
42330,35,0
42330,28,0
42340,38,254
42340,35,254
42340,28,254
42350,38,0
42350,35,0
42350,28,0
42360,38,254
42360,35,254
42360,28,254
42370,38,0
42370,35,0
42370,28,0
42380,38,254
42380,35,254
42380,28,254
42390,38,0
42390,35,0
42390,28,0
42400,38,254
42400,35,254
42400,28,254
42410,38,0
42410,35,0
42410,28,0
42420,38,254
42420,35,254
42420,28,254
42430,38,0
42430,35,0
42430,28,0
42440,38,254
42440,35,254
42440,28,254
42450,38,0
42450,35,0
42450,28,0
42460,38,254
42460,35,254
42460,28,254
42470,38,0
42470,35,0
42470,28,0
42480,38,254
42480,35,254
42480,28,254
42490,38,0
42490,35,0
42490,28,0
42500,38,254
42500,35,254
42500,28,254
42510,38,0
42510,35,0
42510,28,0
42520,38,254
42520,35,254
42520,28,254
42530,38,0
42530,35,0
42530,28,0
42540,38,254
42540,35,254
42540,28,254
42550,38,0
42550,35,0
42550,28,0
42560,38,254
42560,35,254
42560,28,254
42570,38,0
42570,35,0
42570,28,0
42580,38,254
42580,35,254
42580,28,254
42590,38,0
42590,35,0
42590,28,0
42600,38,254
42600,35,254
42600,28,254
42610,38,0
42610,35,0
42610,28,0
42620,38,254
42620,35,254
42620,28,254
42630,38,0
42630,35,0
42630,28,0
42640,38,254
42640,35,254
42640,28,254
42650,38,0
42650,35,0
42650,28,0
42660,38,254
42660,35,254
42660,28,254
42670,38,0
42670,35,0
42670,28,0
42680,38,254
42680,35,254
42680,28,254
42690,38,0
42690,35,0
42690,28,0
42700,38,254
42700,35,254
42700,28,254
42710,38,0
42710,35,0
42710,28,0
42720,38,254
42720,35,254
42720,28,254
42730,38,0
42730,35,0
42730,28,0
42740,38,254
42740,35,254
42740,28,254
42750,38,0
42750,35,0
42750,28,0
42760,38,254
42760,35,254
42760,28,254
42770,38,0
42770,35,0
42770,28,0
42780,38,254
42780,35,254
42780,28,254
42790,38,0
42790,35,0
42790,28,0
42800,38,254
42800,35,254
42800,28,254
42810,38,0
42810,35,0
42810,28,0
42820,38,254
42820,35,254
42820,28,254
42830,38,0
42830,35,0
42830,28,0
42840,38,254
42840,35,254
42840,28,254
42850,38,0
42850,35,0
42850,28,0
42860,38,254
42860,35,254
42860,28,254
42870,38,0
42870,35,0
42870,28,0
42880,38,254
42880,35,254
42880,28,254
42890,38,0
42890,35,0
42890,28,0
42900,38,254
42900,35,254
42900,28,254
42910,38,0
42910,35,0
42910,28,0
42920,38,254
42920,35,254
42920,28,254
42930,38,0
42930,35,0
42930,28,0
42940,38,254
42940,35,254
42940,28,254
42950,38,0
42950,35,0
42950,28,0
42960,38,254
42960,35,254
42960,28,254
42970,38,0
42970,35,0
42970,28,0
42980,38,254
42980,35,254
42980,28,254
42990,38,0
42990,35,0
42990,28,0
43000,38,254
43000,35,254
43000,28,254
43010,38,0
43010,35,0
43010,28,0
43020,38,254
43020,35,254
43020,28,254
43030,38,0
43030,35,0
43030,28,0
43040,38,254
43040,35,254
43040,28,254
43050,38,0
43050,35,0
43050,28,0
43060,38,254
43060,35,254
43060,28,254
43070,38,0
43070,35,0
43070,28,0
43080,38,254
43080,35,254
43080,28,254
43090,38,0
43090,35,0
43090,28,0
43100,38,254
43100,35,254
43100,28,254
43110,38,0
43110,35,0
43110,28,0
43120,38,254
43120,35,254
43120,28,254
43130,38,0
43130,35,0
43130,28,0
43140,38,254
43140,35,254
43140,28,254
43150,38,0
43150,35,0
43150,28,0
43160,38,254
43160,35,254
43160,28,254
43170,38,0
43170,35,0
43170,28,0
43180,38,254
43180,35,254
43180,28,254
43190,38,0
43190,35,0
43190,28,0
43200,38,254
43200,35,254
43200,28,254
43210,38,0
43210,35,0
43210,28,0
43220,38,254
43220,35,254
43220,28,254
43230,38,0
43230,35,0
43230,28,0
43240,38,254
43240,35,254
43240,28,254
43250,38,0
43250,35,0
43250,28,0
43260,38,254
43260,35,254
43260,28,254
43270,38,0
43270,35,0
43270,28,0
43280,38,254
43280,35,254
43280,28,254
43290,38,0
43290,35,0
43290,28,0
43300,38,254
43300,35,254
43300,28,254
43310,38,0
43310,35,0
43310,28,0
43320,38,254
43320,35,254
43320,28,254
43330,38,0
43330,35,0
43330,28,0
43340,38,254
43340,35,254
43340,28,254
43350,38,0
43350,35,0
43350,28,0
43360,38,254
43360,35,254
43360,28,254
43370,38,0
43370,35,0
43370,28,0
43380,38,254
43380,35,254
43380,28,254
43390,38,0
43390,35,0
43390,28,0
43400,38,254
43400,35,254
43400,28,254
43410,38,0
43410,35,0
43410,28,0
43420,38,254
43420,35,254
43420,28,254
43430,38,0
43430,35,0
43430,28,0
43440,38,254
43440,35,254
43440,28,254
43450,38,0
43450,35,0
43450,28,0
43460,38,254
43460,35,254
43460,28,254
43470,38,0
43470,35,0
43470,28,0
43480,38,254
43480,35,254
43480,28,254
43490,38,0
43490,35,0
43490,28,0
43500,38,254
43500,35,254
43500,28,254
43510,38,0
43510,35,0
43510,28,0
43520,38,254
43520,35,254
43520,28,254
43530,38,0
43530,35,0
43530,28,0
43540,38,254
43540,35,254
43540,28,254
43550,38,0
43550,35,0
43550,28,0
43560,38,254
43560,35,254
43560,28,254
43570,38,0
43570,35,0
43570,28,0
43580,38,254
43580,35,254
43580,28,254
43590,38,0
43590,35,0
43590,28,0
43600,38,254
43600,35,254
43600,28,254
43610,38,0
43610,35,0
43610,28,0
43620,38,254
43620,35,254
43620,28,254
43630,38,0
43630,35,0
43630,28,0
43640,38,254
43640,35,254
43640,28,254
43650,38,0
43650,35,0
43650,28,0
43660,38,254
43660,35,254
43660,28,254
43670,38,0
43670,35,0
43670,28,0
43680,38,254
43680,35,254
43680,28,254
43690,38,0
43690,35,0
43690,28,0
43700,38,254
43700,35,254
43700,28,254
43710,38,0
43710,35,0
43710,28,0
43720,38,254
43720,35,254
43720,28,254
43730,38,0
43730,35,0
43730,28,0
43740,38,254
43740,35,254
43740,28,254
43750,38,0
43750,35,0
43750,28,0
43760,38,254
43760,35,254
43760,28,254
43770,38,0
43770,35,0
43770,28,0
43780,38,254
43780,35,254
43780,28,254
43790,38,0
43790,35,0
43790,28,0
43800,38,254
43800,35,254
43800,28,254
43810,38,0
43810,35,0
43810,28,0
43820,38,254
43820,35,254
43820,28,254
43830,38,0
43830,35,0
43830,28,0
43840,38,254
43840,35,254
43840,28,254
43850,38,0
43850,35,0
43850,28,0
43860,38,254
43860,35,254
43860,28,254
43870,38,0
43870,35,0
43870,28,0
43880,38,254
43880,35,254
43880,28,254
43890,38,0
43890,35,0
43890,28,0
43900,38,254
43900,35,254
43900,28,254
43910,38,0
43910,35,0
43910,28,0
43920,38,254
43920,35,254
43920,28,254
43930,38,0
43930,35,0
43930,28,0
43940,38,254
43940,35,254
43940,28,254
43950,38,0
43950,35,0
43950,28,0
43960,38,254
43960,35,254
43960,28,254
43970,38,0
43970,35,0
43970,28,0
43980,38,254
43980,35,254
43980,28,254
43990,38,0
43990,35,0
43990,28,0
44000,38,254
44000,35,254
44000,28,254
44010,38,0
44010,35,0
44010,28,0
44020,38,254
44020,35,254
44020,28,254
44030,38,0
44030,35,0
44030,28,0
44040,38,254
44040,35,254
44040,28,254
44050,38,0
44050,35,0
44050,28,0
44060,38,254
44060,35,254
44060,28,254
44070,38,0
44070,35,0
44070,28,0
44080,38,254
44080,35,254
44080,28,254
44090,38,0
44090,35,0
44090,28,0
44100,38,254
44100,35,254
44100,28,254
44110,38,0
44110,35,0
44110,28,0
44120,38,254
44120,35,254
44120,28,254
44130,38,0
44130,35,0
44130,28,0
44140,38,254
44140,35,254
44140,28,254
44150,38,0
44150,35,0
44150,28,0
44160,38,254
44160,35,254
44160,28,254
44170,38,0
44170,35,0
44170,28,0
44180,38,254
44180,35,254
44180,28,254
44190,38,0
44190,35,0
44190,28,0
44200,38,254
44200,35,254
44200,28,254
44210,38,0
44210,35,0
44210,28,0
44220,38,254
44220,35,254
44220,28,254
44230,38,0
44230,35,0
44230,28,0
44240,38,254
44240,35,254
44240,28,254
44250,38,0
44250,35,0
44250,28,0
44260,38,254
44260,35,254
44260,28,254
44270,38,0
44270,35,0
44270,28,0
44280,38,254
44280,35,254
44280,28,254
44290,38,0
44290,35,0
44290,28,0
44300,38,254
44300,35,254
44300,28,254
44310,38,0
44310,35,0
44310,28,0
44320,38,254
44320,35,254
44320,28,254
44330,38,0
44330,35,0
44330,28,0
44340,38,254
44340,35,254
44340,28,254
44350,38,0
44350,35,0
44350,28,0
44360,38,254
44360,35,254
44360,28,254
44370,38,0
44370,35,0
44370,28,0
44380,38,254
44380,35,254
44380,28,254
44390,38,0
44390,35,0
44390,28,0
44400,38,254
44400,35,254
44400,28,254
44410,38,0
44410,35,0
44410,28,0
44420,38,254
44420,35,254
44420,28,254
44430,38,0
44430,35,0
44430,28,0
44440,38,254
44440,35,254
44440,28,254
44450,38,0
44450,35,0
44450,28,0
44460,38,254
44460,35,254
44460,28,254
44470,38,0
44470,35,0
44470,28,0
44480,38,254
44480,35,254
44480,28,254
44490,38,0
44490,35,0
44490,28,0
44500,38,254
44500,35,254
44500,28,254
44510,38,0
44510,35,0
44510,28,0
44520,38,254
44520,35,254
44520,28,254
44530,38,0
44530,35,0
44530,28,0
44540,38,254
44540,35,254
44540,28,254
44550,38,0
44550,35,0
44550,28,0
44560,38,254
44560,35,254
44560,28,254
44570,38,0
44570,35,0
44570,28,0
44580,38,254
44580,35,254
44580,28,254
44590,38,0
44590,35,0
44590,28,0
44600,38,254
44600,35,254
44600,28,254
44610,38,0
44610,35,0
44610,28,0
44620,38,254
44620,35,254
44620,28,254
44630,38,0
44630,35,0
44630,28,0
44640,38,254
44640,35,254
44640,28,254
44650,38,0
44650,35,0
44650,28,0
44660,38,254
44660,35,254
44660,28,254
44670,38,0
44670,35,0
44670,28,0
44680,38,254
44680,35,254
44680,28,254
44690,38,0
44690,35,0
44690,28,0
44700,38,254
44700,35,254
44700,28,254
44710,38,0
44710,35,0
44710,28,0
44720,38,254
44720,35,254
44720,28,254
44730,38,0
44730,35,0
44730,28,0
44740,38,254
44740,35,254
44740,28,254
44750,38,0
44750,35,0
44750,28,0
44760,38,254
44760,35,254
44760,28,254
44770,38,0
44770,35,0
44770,28,0
44780,38,254
44780,35,254
44780,28,254
44790,38,0
44790,35,0
44790,28,0
44800,38,254
44800,35,254
44800,28,254
44810,38,0
44810,35,0
44810,28,0
44820,38,254
44820,35,254
44820,28,254
44830,38,0
44830,35,0
44830,28,0
44840,38,254
44840,35,254
44840,28,254
44850,38,0
44850,35,0
44850,28,0
44860,38,254
44860,35,254
44860,28,254
44870,38,0
44870,35,0
44870,28,0
44880,38,254
44880,35,254
44880,28,254
44890,38,0
44890,35,0
44890,28,0
44900,38,254
44900,35,254
44900,28,254
44910,38,0
44910,35,0
44910,28,0
44920,38,254
44920,35,254
44920,28,254
44930,38,0
44930,35,0
44930,28,0
44940,38,254
44940,35,254
44940,28,254
44950,38,0
44950,35,0
44950,28,0
44960,38,254
44960,35,254
44960,28,254
44970,38,0
44970,35,0
44970,28,0
44980,38,254
44980,35,254
44980,28,254
44990,38,0
44990,35,0
44990,28,0
45000,38,254
45000,35,254
45000,28,254
45010,38,0
45010,35,0
45010,28,0
45020,38,254
45020,35,254
45020,28,254
45030,38,0
45030,35,0
45030,28,0
45040,38,254
45040,35,254
45040,28,254
45050,38,0
45050,35,0
45050,28,0
45060,38,254
45060,35,254
45060,28,254
45070,38,0
45070,35,0
45070,28,0
45080,38,254
45080,35,254
45080,28,254
45090,38,0
45090,35,0
45090,28,0
45100,38,254
45100,35,254
45100,28,254
45110,38,0
45110,35,0
45110,28,0
45120,38,254
45120,35,254
45120,28,254
45130,38,0
45130,35,0
45130,28,0
45140,38,254
45140,35,254
45140,28,254
45150,38,0
45150,35,0
45150,28,0
45160,38,254
45160,35,254
45160,28,254
45170,38,0
45170,35,0
45170,28,0
45180,38,254
45180,35,254
45180,28,254
45190,38,0
45190,35,0
45190,28,0
45200,38,254
45200,35,254
45200,28,254
45210,38,0
45210,35,0
45210,28,0
45220,38,254
45220,35,254
45220,28,254
45230,38,0
45230,35,0
45230,28,0
45240,38,254
45240,35,254
45240,28,254
45250,38,0
45250,35,0
45250,28,0
45260,38,254
45260,35,254
45260,28,254
45270,38,0
45270,35,0
45270,28,0
45280,38,254
45280,35,254
45280,28,254
45290,38,0
45290,35,0
45290,28,0
45300,38,254
45300,35,254
45300,28,254
45310,38,0
45310,35,0
45310,28,0
45320,38,254
45320,35,254
45320,28,254
45330,38,0
45330,35,0
45330,28,0
45340,38,254
45340,35,254
45340,28,254
45350,38,0
45350,35,0
45350,28,0
45360,38,254
45360,35,254
45360,28,254
45370,38,0
45370,35,0
45370,28,0
45380,38,254
45380,35,254
45380,28,254
45390,38,0
45390,35,0
45390,28,0
45400,38,254
45400,35,254
45400,28,254
45410,38,0
45410,35,0
45410,28,0
45420,38,254
45420,35,254
45420,28,254
45430,38,0
45430,35,0
45430,28,0
45440,38,254
45440,35,254
45440,28,254
45450,38,0
45450,35,0
45450,28,0
45460,38,254
45460,35,254
45460,28,254
45470,38,0
45470,35,0
45470,28,0
45480,38,254
45480,35,254
45480,28,254
45490,38,0
45490,35,0
45490,28,0
45500,38,254
45500,35,254
45500,28,254
45510,38,0
45510,35,0
45510,28,0
45520,38,254
45520,35,254
45520,28,254
45530,38,0
45530,35,0
45530,28,0
45540,38,254
45540,35,254
45540,28,254
45550,38,0
45550,35,0
45550,28,0
45560,38,254
45560,35,254
45560,28,254
45570,38,0
45570,35,0
45570,28,0
45580,38,254
45580,35,254
45580,28,254
45590,38,0
45590,35,0
45590,28,0
45600,38,254
45600,35,254
45600,28,254
45610,38,0
45610,35,0
45610,28,0
45620,38,254
45620,35,254
45620,28,254
45630,38,0
45630,35,0
45630,28,0
45640,38,254
45640,35,254
45640,28,254
45650,38,0
45650,35,0
45650,28,0
45660,38,254
45660,35,254
45660,28,254
45670,38,0
45670,35,0
45670,28,0
45680,38,254
45680,35,254
45680,28,254
45690,38,0
45690,35,0
45690,28,0
45700,38,254
45700,35,254
45700,28,254
45710,38,0
45710,35,0
45710,28,0
45720,38,254
45720,35,254
45720,28,254
45730,38,0
45730,35,0
45730,28,0
45740,38,254
45740,35,254
45740,28,254
45750,38,0
45750,35,0
45750,28,0
45760,38,254
45760,35,254
45760,28,254
45770,38,0
45770,35,0
45770,28,0
45780,38,254
45780,35,254
45780,28,254
45790,38,0
45790,35,0
45790,28,0
45800,38,254
45800,35,254
45800,28,254
45810,38,0
45810,35,0
45810,28,0
45820,38,254
45820,35,254
45820,28,254
45830,38,0
45830,35,0
45830,28,0
45840,38,254
45840,35,254
45840,28,254
45850,38,0
45850,35,0
45850,28,0
45860,38,254
45860,35,254
45860,28,254
45870,38,0
45870,35,0
45870,28,0
45880,38,254
45880,35,254
45880,28,254
45890,38,0
45890,35,0
45890,28,0
45900,38,254
45900,35,254
45900,28,254
45910,38,0
45910,35,0
45910,28,0
45920,38,254
45920,35,254
45920,28,254
45930,38,0
45930,35,0
45930,28,0
45940,38,254
45940,35,254
45940,28,254
45950,38,0
45950,35,0
45950,28,0
45960,38,254
45960,35,254
45960,28,254
45970,38,0
45970,35,0
45970,28,0
45980,38,254
45980,35,254
45980,28,254
45990,38,0
45990,35,0
45990,28,0
46000,38,254
46000,35,254
46000,28,254
46010,38,0
46010,35,0
46010,28,0
46020,38,254
46020,35,254
46020,28,254
46030,38,0
46030,35,0
46030,28,0
46040,38,254
46040,35,254
46040,28,254
46050,38,0
46050,35,0
46050,28,0
46060,38,254
46060,35,254
46060,28,254
46070,38,0
46070,35,0
46070,28,0
46080,38,254
46080,35,254
46080,28,254
46090,38,0
46090,35,0
46090,28,0
46100,38,254
46100,35,254
46100,28,254
46110,38,0
46110,35,0
46110,28,0
46120,38,254
46120,35,254
46120,28,254
46130,38,0
46130,35,0
46130,28,0
46140,38,254
46140,35,254
46140,28,254
46150,38,0
46150,35,0
46150,28,0
46160,38,254
46160,35,254
46160,28,254
46170,38,0
46170,35,0
46170,28,0
46180,38,254
46180,35,254
46180,28,254
46190,38,0
46190,35,0
46190,28,0
46200,38,254
46200,35,254
46200,28,254
46210,38,0
46210,35,0
46210,28,0
46220,38,254
46220,35,254
46220,28,254
46230,38,0
46230,35,0
46230,28,0
46240,38,254
46240,35,254
46240,28,254
46250,38,0
46250,35,0
46250,28,0
46260,38,254
46260,35,254
46260,28,254
46270,38,0
46270,35,0
46270,28,0
46280,38,254
46280,35,254
46280,28,254
46290,38,0
46290,35,0
46290,28,0
46300,38,254
46300,35,254
46300,28,254
46310,38,0
46310,35,0
46310,28,0
46320,38,254
46320,35,254
46320,28,254
46330,38,0
46330,35,0
46330,28,0
46340,38,254
46340,35,254
46340,28,254
46350,38,0
46350,35,0
46350,28,0
46360,38,254
46360,35,254
46360,28,254
46370,38,0
46370,35,0
46370,28,0
46380,38,254
46380,35,254
46380,28,254
46390,38,0
46390,35,0
46390,28,0
46400,38,254
46400,35,254
46400,28,254
46410,38,0
46410,35,0
46410,28,0
46420,38,254
46420,35,254
46420,28,254
46430,38,0
46430,35,0
46430,28,0
46440,38,254
46440,35,254
46440,28,254
46450,38,0
46450,35,0
46450,28,0
46460,38,254
46460,35,254
46460,28,254
46470,38,0
46470,35,0
46470,28,0
46480,38,254
46480,35,254
46480,28,254
46490,38,0
46490,35,0
46490,28,0
46500,38,254
46500,35,254
46500,28,254
46510,38,0
46510,35,0
46510,28,0
46520,38,254
46520,35,254
46520,28,254
46530,38,0
46530,35,0
46530,28,0
46540,38,254
46540,35,254
46540,28,254
46550,38,0
46550,35,0
46550,28,0
46560,38,254
46560,35,254
46560,28,254
46570,38,0
46570,35,0
46570,28,0
46580,38,254
46580,35,254
46580,28,254
46590,38,0
46590,35,0
46590,28,0
46600,38,254
46600,35,254
46600,28,254
46610,38,0
46610,35,0
46610,28,0
46620,38,254
46620,35,254
46620,28,254
46630,38,0
46630,35,0
46630,28,0
46640,38,254
46640,35,254
46640,28,254
46650,38,0
46650,35,0
46650,28,0
46660,38,254
46660,35,254
46660,28,254
46670,38,0
46670,35,0
46670,28,0
46680,38,254
46680,35,254
46680,28,254
46690,38,0
46690,35,0
46690,28,0
46700,38,254
46700,35,254
46700,28,254
46710,38,0
46710,35,0
46710,28,0
46720,38,254
46720,35,254
46720,28,254
46730,38,0
46730,35,0
46730,28,0
46740,38,254
46740,35,254
46740,28,254
46750,38,0
46750,35,0
46750,28,0
46760,38,254
46760,35,254
46760,28,254
46770,38,0
46770,35,0
46770,28,0
46780,38,254
46780,35,254
46780,28,254
46790,38,0
46790,35,0
46790,28,0
46800,38,254
46800,35,254
46800,28,254
46810,38,0
46810,35,0
46810,28,0
46820,38,254
46820,35,254
46820,28,254
46830,38,0
46830,35,0
46830,28,0
46840,38,254
46840,35,254
46840,28,254
46850,38,0
46850,35,0
46850,28,0
46860,38,254
46860,35,254
46860,28,254
46870,38,0
46870,35,0
46870,28,0
46880,38,254
46880,35,254
46880,28,254
46890,38,0
46890,35,0
46890,28,0
46900,38,254
46900,35,254
46900,28,254
46910,38,0
46910,35,0
46910,28,0
46920,38,254
46920,35,254
46920,28,254
46930,38,0
46930,35,0
46930,28,0
46940,38,254
46940,35,254
46940,28,254
46950,38,0
46950,35,0
46950,28,0
46960,38,254
46960,35,254
46960,28,254
46970,38,0
46970,35,0
46970,28,0
46980,38,254
46980,35,254
46980,28,254
46990,38,0
46990,35,0
46990,28,0
47000,38,254
47000,35,254
47000,28,254
47010,38,0
47010,35,0
47010,28,0
47020,38,254
47020,35,254
47020,28,254
47030,38,0
47030,35,0
47030,28,0
47040,38,254
47040,35,254
47040,28,254
47050,38,0
47050,35,0
47050,28,0
47060,38,254
47060,35,254
47060,28,254
47070,38,0
47070,35,0
47070,28,0
47080,38,254
47080,35,254
47080,28,254
47090,38,0
47090,35,0
47090,28,0
47100,38,254
47100,35,254
47100,28,254
47110,38,0
47110,35,0
47110,28,0
47120,38,254
47120,35,254
47120,28,254
47130,38,0
47130,35,0
47130,28,0
47140,38,254
47140,35,254
47140,28,254
47150,38,0
47150,35,0
47150,28,0
47160,38,254
47160,35,254
47160,28,254
47170,38,0
47170,35,0
47170,28,0
47180,38,254
47180,35,254
47180,28,254
47190,38,0
47190,35,0
47190,28,0
47200,38,254
47200,35,254
47200,28,254
47210,38,0
47210,35,0
47210,28,0
47220,38,254
47220,35,254
47220,28,254
47230,38,0
47230,35,0
47230,28,0
47240,38,254
47240,35,254
47240,28,254
47250,38,0
47250,35,0
47250,28,0
47260,38,254
47260,35,254
47260,28,254
47270,38,0
47270,35,0
